dwzw,2015/5/28,http://www.caas.cn/ysxw/mtbd/256507.shtml,"中国农科院打出科研经费整治""组合拳""",,中国农业科学院监察局,监察局,,2
yw,2015/5/28,http://www.caas.cn/ysxw/mtbd/256507.shtml,"中国农科院打出科研经费整治""组合拳""",,中国农业科学院监察局,监察局,,2
dwzw,2015/4/17,http://www.caas.cn/ysxw/dwzw/254490.shtml,刘延东在农业科技创新座谈会上强调：加快农业科技创新为实现农业现代化提供不竭动力,./data/dwzw/254490.shtml,中国农业科学院办公室,院办,2015/4/17,1
kyjz,2015/6/4,http://www.caas.cn/ysxw/kyjz/256813.shtml,加工所首次研发出酱卤肉制品定量卤制技术,./data/kyjz/256813.shtml,中国农业科学院农产品加工研究所,加工所,2015/6/4,1
yw,2015/4/17,http://www.caas.cn/ysxw/dwzw/254490.shtml,刘延东在农业科技创新座谈会上强调：加快农业科技创新为实现农业现代化提供不竭动力,./data/dwzw/254490.shtml,中国农业科学院农产品加工研究所,加工所,2015/4/17,1
zjgd,2015/6/2,http://www.caas.cn/ysxw/zjgd/256699.shtml,侯向阳:我国草牧业发展理论及科技支撑重点,./data/zjgd/256699.shtml,中国农业科学院草原研究所,草原所,2015/6/2,1
zjgd,2015/1/14,http://www.caas.cn/ysxw/zjgd/250853.shtml,王加启：我国奶业的出路——实施优质乳工程,./data/zjgd/250853.shtml,中国农业科学院北京畜牧兽医研究所,牧医所,2015/1/14,1
dwzw,2015/6/30,http://www.caas.cn/ysxw/dwzw/257933.shtml,“三严三实”专题教育专栏上线,./data/dwzw/257933.shtml,中国农业科学院办公室,院办,2015/6/30,0
dwzw,2015/6/29,http://www.caas.cn/ysxw/dwzw/257857.shtml,李家洋在院党组中心组（扩大）学习会讲党课时强调：践行“三严三实” 护航跨越发展,./data/dwzw/257857.shtml,中国农业科学院办公室,院办,2015/6/29,0
dwzw,2015/6/29,http://www.caas.cn/ysxw/dwzw/257843.shtml,麻类所开展庆“七一”党员主题活动,./data/dwzw/257843.shtml,中国农业科学院麻类研究所,麻类所,2015/6/29,0
dwzw,2015/6/29,http://www.caas.cn/ysxw/dwzw/257831.shtml,兰州牧药所举行庆祝中国共产党成立94周年报告会,./data/dwzw/257831.shtml,中国农业科学院兰州畜牧与兽药研究所,兰州牧药所,2015/6/29,0
dwzw,2015/6/26,http://www.caas.cn/ysxw/dwzw/257784.shtml,兰州兽医所组织离退休党员参观八路军兰州办事处纪念馆,./data/dwzw/257784.shtml,中国农业科学院兰州兽医研究所,兰州兽医所,2015/6/26,0
dwzw,2015/6/26,http://www.caas.cn/ysxw/dwzw/257743.shtml,饲料所举行庆祝建党94周年主题党日活动,./data/dwzw/257743.shtml,中国农业科学院饲料研究所,饲料所,2015/6/26,0
dwzw,2015/6/26,http://www.caas.cn/ysxw/dwzw/257735.shtml,蔬菜所召开综合管理工作会议,./data/dwzw/257735.shtml,中国农业科学院蔬菜花卉研究所,蔬菜所,2015/6/26,0
dwzw,2015/6/26,http://www.caas.cn/ysxw/dwzw/257715.shtml,研究生院召开安全生产教育大会,./data/dwzw/257715.shtml,中国农业科学院研究生院,研究生院,2015/6/26,0
dwzw,2015/6/25,http://www.caas.cn/ysxw/dwzw/257711.shtml,烟草所职工健身月活动圆满落幕,./data/dwzw/257711.shtml,中国农业科学院烟草所,烟草所,2015/6/25,0
dwzw,2015/6/25,http://www.caas.cn/ysxw/dwzw/257681.shtml,植保所选举产生第十届工会委员会,./data/dwzw/257681.shtml,中国农业科学院植物保护研究所,植保所,2015/6/25,0
dwzw,2015/6/25,http://www.caas.cn/ysxw/dwzw/257680.shtml,科技局党支部完成换届选举工作,./data/dwzw/257680.shtml,中国农业科学院科技管理局,科技局,2015/6/25,0
dwzw,2015/6/25,http://www.caas.cn/ysxw/dwzw/257679.shtml,兰州牧药所开展系列安全生产月检查和教育活动,./data/dwzw/257679.shtml,中国农业科学院兰州畜牧与兽药研究所,兰州牧药所,2015/6/25,0
dwzw,2015/6/24,http://www.caas.cn/ysxw/dwzw/257637.shtml,环保所组织离退休职工回所开展主题实践活动,./data/dwzw/257637.shtml,农业部环境保护科研监测所,环保所,2015/6/24,0
dwzw,2015/6/23,http://www.caas.cn/ysxw/dwzw/257546.shtml,全国人大法工委副主任到麻类所调研,./data/dwzw/257546.shtml,中国农业科学院麻类研究所,麻类所,2015/6/23,0
dwzw,2015/6/23,http://www.caas.cn/ysxw/dwzw/257485.shtml,蔬菜所第六党支部书记王素应邀赴中组部老干部局作报告,./data/dwzw/257485.shtml,中国农业科学院人事局,人事局,2015/6/23,0
dwzw,2015/6/19,http://www.caas.cn/ysxw/dwzw/257474.shtml,蜜蜂所用体制机制创新释放发展动力,./data/dwzw/257474.shtml,中国农业科学院蜜蜂研究所,蜜蜂所,2015/6/19,0
dwzw,2015/6/19,http://www.caas.cn/ysxw/dwzw/257471.shtml,资划所举办领导干部能力建设培训班,./data/dwzw/257471.shtml,中国农业科学院农业资源与农业区划研究所,资划所,2015/6/19,0
dwzw,2015/6/19,http://www.caas.cn/ysxw/dwzw/257470.shtml,水稻所举行首届“春华杯”插秧比赛,./data/dwzw/257470.shtml,中国水稻研究所,水稻所,2015/6/19,0
dwzw,2015/6/18,http://www.caas.cn/ysxw/dwzw/257406.shtml,院机关举行消防安全培训活动,./data/dwzw/257406.shtml,中国农业科学院办公室,院办,2015/6/18,0
dwzw,2015/6/18,http://www.caas.cn/ysxw/dwzw/257347.shtml,中国农科院老同志参加农业部老年大学汇报演出,./data/dwzw/257347.shtml,中国农业科学院人事局,人事局,2015/6/18,0
dwzw,2015/6/16,http://www.caas.cn/ysxw/dwzw/257277.shtml,王汉中任中国农科院副院长,./data/dwzw/257277.shtml,中国农业科学院办公室,院办,2015/6/16,0
